"order_id","customer_id","provider","payment_method","currency","amount","amount_bucket","country","device","transaction_type","result_status","reason_code","invoice_date","payment_date","chargeback_flag","retries","days_since_invoice","days_since_last_event","prev_success_cnt","prev_total_cnt","customer_prior_success_rate","label_recovered_30d"
"O007456","C02568","Amex","mastercard","EUR","20.93","low","GB","web","capture","success",NULL,"2025-08-06","2025-08-10",False,0,0,104,"2","4","0.5",1
"O007355","C02568","Chase","visa","USD","120.02","high","FR","web","auth","failed","insufficient_funds","2025-08-11",NULL,False,1,2,97,"3","5","0.6",0
"O005396","C02569","Safecharge/Nuvei","visa","EUR","57.20","mid","FR","android","auth","failed","expired_card","2024-03-30","2024-04-03",False,2,0,598,"0","0",NULL,1
"O003856","C02569","Chase","mastercard","EUR","33.13","mid","ES","web","auth","failed","insufficient_funds","2025-05-03","2025-05-30",False,1,1,198,"0","1","0",1
"O007889","C02570","Chase","paypal","USD","37.68","mid","ES","web","auth","failed","incorrect_cvv","2024-06-15",NULL,False,1,0,521,"0","0",NULL,0
"O009336","C02570","Adyen","mastercard","GBP","18.76","low","ES","ios","auth","success",NULL,"2024-07-24","2024-07-24",False,0,0,482,"0","1","0",1
"O007071","C02570","Worldpay","amex","GBP","25.10","mid","GB","web","capture","failed","limit_exceeded","2024-12-19","2024-12-22",False,1,2,332,"1","2","0.5",1
"O000937","C02570","Worldpay","mastercard","GBP","14.95","low","FR","web","auth","success",NULL,"2025-03-23","2025-03-26",False,2,2,238,"1","3","0.3333333333333333",1
"O001524","C02570","Amex","mastercard","GBP","15.69","low","DE","web","auth","success",NULL,"2025-05-03","2025-05-03",False,0,2,197,"2","4","0.5",1
"O011737","C02570","Worldpay","mastercard","GBP","4.00","low","IT","web","refund","success",NULL,"2025-08-01","2025-08-01",False,0,2,107,"3","5","0.6",1
"O009430","C02571","Chase","paypal","EUR","12.30","low","ES","web","auth","success",NULL,"2024-06-27","2024-07-01",False,1,1,508,"0","0",NULL,1
"O008988","C02571","Credorax","apple_pay","EUR","11.31","low","IT","web","auth","success",NULL,"2024-09-13","2024-09-15",False,2,1,430,"1","1","1",1
"O002581","C02571","Credorax","mastercard","GBP","167.98","high","GB","web","auth","success",NULL,"2025-01-17","2025-01-21",False,0,0,305,"2","2","1",1
"O011976","C02571","Worldpay","apple_pay","GBP","33.94","mid","GB","ios","auth","failed","insufficient_funds","2025-03-20","2025-04-11",False,4,1,242,"3","3","1",1
"O005830","C02571","Amex","visa","EUR","36.19","mid","US","web","auth","success",NULL,"2025-07-14","2025-07-17",False,0,0,128,"3","4","0.75",1
"O003975","C02571","Adyen","amex","GBP","31.36","mid","IT","web","auth","failed","do_not_honor","2025-07-18","2025-07-24",False,1,1,122,"4","5","0.8",1
"O006569","C02572","Safecharge/Nuvei","visa","GBP","29.80","mid","ES","web","auth","success",NULL,"2024-03-18","2024-03-20",False,2,1,609,"0","0",NULL,1
"O001903","C02572","Chase","paypal","GBP","46.91","mid","ES","web","auth","failed","processor_declined","2024-09-24","2024-10-08",False,2,0,420,"1","1","1",1
"O011014","C02573","Worldpay","mastercard","USD","71.57","mid","DE","web","auth","failed","expired_card","2024-02-14","2024-02-15",False,1,2,642,"0","0",NULL,1
"O002653","C02573","Amex","mastercard","GBP","19.87","low","FR","android","capture","success",NULL,"2024-09-05","2024-09-05",False,0,1,438,"0","1","0",1
"O002275","C02573","Worldpay","apple_pay","GBP","16.57","low","GB","ios","auth","failed","do_not_honor","2024-12-05","2024-12-10",False,3,2,346,"1","2","0.5",1
"O005970","C02573","Adyen","amex","USD","32.91","mid","DE","ios","auth","success",NULL,"2025-04-25","2025-04-26",False,0,0,207,"1","3","0.3333333333333333",1
"O000776","C02574","Worldpay","visa","GBP","13.70","low","GB","ios","capture","success",NULL,"2024-06-08","2024-06-10",False,0,2,526,"0","0",NULL,1
"O009121","C02574","Credorax","mastercard","GBP","17.03","low","ES","web","auth","failed","expired_card","2025-05-16",NULL,False,2,1,185,"1","1","1",0
"O009188","C02574","Adyen","visa","GBP","8.77","low","US","ios","auth","success",NULL,"2025-09-28","2025-09-28",False,0,0,51,"1","2","0.5",1
"O011409","C02575","Amex","mastercard","GBP","21.62","low","ES","web","auth","success",NULL,"2024-03-24","2024-03-27",False,0,2,603,"0","0",NULL,1
"O008515","C02575","Adyen","visa","EUR","29.32","mid","NL","web","auth","success",NULL,"2024-04-21","2024-04-22",False,0,0,576,"1","1","1",1
"O005153","C02576","Adyen","mastercard","GBP","15.85","low","GB","web","capture","success",NULL,"2024-01-13","2024-01-19",False,1,1,674,"0","0",NULL,1
"O009655","C02576","Adyen","mastercard","GBP","17.60","low","FR","ios","auth","success",NULL,"2024-03-19","2024-03-19",False,0,0,609,"1","1","1",1
"O000276","C02576","Credorax","mastercard","USD","35.89","mid","GB","ios","auth","success",NULL,"2024-03-25","2024-03-30",False,1,1,603,"2","2","1",1
"O000934","C02576","Chase","paypal","GBP","14.05","low","ES","android","auth","failed","limit_exceeded","2024-07-30","2024-08-19",False,5,0,476,"3","3","1",1
"O006439","C02576","Worldpay","mastercard","GBP","15.70","low","US","ios","auth","success",NULL,"2024-11-17","2024-11-23",False,1,0,367,"3","4","0.75",1
"O000965","C02577","Amex","visa","EUR","23.95","low","FR","web","auth","success",NULL,"2024-07-27","2024-08-02",False,0,0,479,"0","0",NULL,1
"O001147","C02577","Worldpay","amex","GBP","57.10","mid","NL","web","auth","success",NULL,"2024-12-26","2024-12-30",False,0,1,326,"1","1","1",1
"O009970","C02577","Amex","visa","GBP","31.87","mid","IT","web","auth","failed","stolen_card","2025-02-23","2025-03-23",False,0,2,266,"2","2","1",1
"O004283","C02577","Safecharge/Nuvei","mastercard","EUR","7.01","low","IE","web","auth","failed","insufficient_funds","2025-07-31","2025-08-13",False,0,2,109,"2","3","0.6666666666666666",1
"O003048","C02578","Amex","visa","EUR","12.29","low","DE","web","capture","failed","expired_card","2024-01-14","2024-02-05",False,1,0,674,"0","0",NULL,1
"O005304","C02578","Adyen","mastercard","EUR","57.08","mid","GB","web","auth","success",NULL,"2024-02-09","2024-02-13",False,1,1,647,"0","1","0",1
"O010226","C02578","Adyen","mastercard","EUR","20.76","low","NL","ios","auth","success",NULL,"2024-03-02","2024-03-07",False,0,2,624,"1","2","0.5",1
"O004901","C02578","Adyen","paypal","GBP","42.68","mid","ES","ios","auth","failed","limit_exceeded","2025-01-02","2025-01-20",False,2,0,320,"2","3","0.6666666666666666",1
"O007696","C02578","Adyen","visa","GBP","69.37","mid","FR","android","auth","failed","limit_exceeded","2025-01-28",NULL,False,0,1,293,"2","4","0.5",0
"O005207","C02578","Safecharge/Nuvei","visa","GBP","13.87","low","IT","android","auth","failed","expired_card","2025-04-01",NULL,False,1,2,230,"2","5","0.4",0
"O006470","C02579","Credorax","mastercard","EUR","15.48","low","IT","web","capture","success",NULL,"2025-05-04","2025-05-09",False,1,1,197,"0","0",NULL,1
"O008411","C02580","Worldpay","mastercard","GBP","11.65","low","GB","web","auth","success",NULL,"2024-04-08","2024-04-10",False,0,0,590,"0","0",NULL,1
"O006889","C02580","Worldpay","visa","EUR","109.09","high","DE","web","auth","failed","insufficient_funds","2024-06-09","2024-06-14",False,0,1,526,"1","1","1",1
"O007298","C02580","Credorax","amex","GBP","16.65","low","ES","web","capture","failed","stolen_card","2024-08-20","2024-09-18",False,1,2,453,"1","2","0.5",1
"O004988","C02580","Amex","mastercard","USD","19.95","low","FR","web","auth","success",NULL,"2025-02-07","2025-02-07",False,1,0,284,"1","3","0.3333333333333333",1
"O010562","C02581","Credorax","visa","GBP","10.12","low","GB","android","auth","failed","insufficient_funds","2024-01-18",NULL,False,3,1,669,"0","0",NULL,0
"O009607","C02581","Chase","visa","GBP","86.87","mid","FR","ios","capture","failed","limit_exceeded","2024-03-05","2024-03-30",False,1,1,622,"0","1","0",1
"O001696","C02581","Amex","paypal","USD","25.11","mid","CY","web","auth","failed","expired_card","2024-04-21",NULL,False,1,2,574,"0","2","0",0
"O005848","C02581","Worldpay","mastercard","GBP","13.87","low","GB","web","auth","failed","expired_card","2024-11-22","2024-11-27",False,2,0,361,"0","3","0",1
"O007950","C02581","Chase","mastercard","EUR","9.29","low","GB","web","auth","success",NULL,"2025-09-16","2025-09-17",False,0,2,61,"0","4","0",1
"O006480","C02583","Adyen","visa","GBP","19.29","low","NL","ios","auth","failed","incorrect_cvv","2024-06-20","2024-07-11",False,2,1,515,"0","0",NULL,1
"O000998","C02583","Chase","paypal","GBP","72.02","mid","GB","ios","capture","failed","processor_declined","2025-03-12","2025-03-17",False,3,2,249,"0","1","0",1
"O003436","C02584","Worldpay","visa","USD","19.27","low","IT","web","auth","success",NULL,"2024-07-01","2024-07-02",False,0,1,504,"0","0",NULL,1
"O006363","C02584","Chase","visa","EUR","150.41","high","GB","ios","auth","success",NULL,"2024-09-03","2024-09-09",False,2,0,441,"1","1","1",1
"O000730","C02584","Amex","mastercard","GBP","12.88","low","FR","android","refund","success",NULL,"2024-11-03","2024-11-04",False,2,1,379,"2","2","1",1
"O003173","C02584","Chase","visa","GBP","21.23","low","DE","ios","auth","success",NULL,"2025-03-20","2025-03-23",False,0,2,241,"3","3","1",1
"O006554","C02584","Worldpay","visa","GBP","11.98","low","US","web","auth","failed","limit_exceeded","2025-06-25","2025-06-26",False,1,1,145,"4","4","1",1
"O003262","C02585","Worldpay","visa","GBP","29.14","mid","US","web","auth","failed","expired_card","2024-03-06",NULL,False,0,0,622,"0","0",NULL,0
"O005885","C02585","Amex","visa","GBP","4.75","low","GB","web","auth","success",NULL,"2024-05-11","2024-05-12",False,0,0,557,"0","1","0",1
"O010193","C02585","Credorax","apple_pay","GBP","24.31","low","US","android","auth","failed","incorrect_cvv","2024-07-09","2024-08-03",False,2,0,497,"1","2","0.5",1
"O000302","C02585","Credorax","visa","GBP","8.10","low","GB","web","auth","success",NULL,"2024-08-16","2024-08-17",False,1,2,457,"1","3","0.3333333333333333",1
"O002651","C02585","Adyen","mastercard","GBP","6.78","low","GB","web","auth","success",NULL,"2024-12-14","2024-12-19",False,0,2,337,"2","4","0.5",1
"O009361","C02585","Adyen","visa","GBP","9.75","low","GB","web","auth","success",NULL,"2025-01-07","2025-01-09",False,1,0,315,"3","5","0.6",1
"O009370","C02585","Amex","visa","GBP","17.20","low","GB","web","auth","success",NULL,"2025-05-11","2025-05-15",False,1,1,190,"4","6","0.6666666666666666",1
"O002042","C02586","Amex","visa","USD","14.30","low","IT","web","auth","failed","expired_card","2024-12-31","2025-01-15",False,0,0,322,"0","0",NULL,1
"O003611","C02586","Credorax","amex","EUR","30.82","mid","ES","ios","auth","failed","insufficient_funds","2025-04-03",NULL,False,2,0,229,"0","1","0",0
"O005594","C02586","Adyen","mastercard","GBP","21.50","low","IT","ios","auth","failed","expired_card","2025-04-23","2025-05-09",False,1,2,207,"0","2","0",1
"O001296","C02587","Credorax","visa","EUR","58.44","mid","FR","web","capture","failed","incorrect_cvv","2024-03-23","2024-04-12",False,2,1,604,"0","0",NULL,1
"O007756","C02587","Adyen","amex","GBP","44.45","mid","DE","web","capture","success",NULL,"2024-06-23","2024-06-28",False,1,1,512,"0","1","0",1
"O000442","C02587","Worldpay","mastercard","GBP","5.02","low","US","web","auth","success",NULL,"2024-09-27","2024-10-02",False,0,0,417,"1","2","0.5",1
"O006054","C02587","Safecharge/Nuvei","visa","GBP","41.31","mid","IT","web","auth","failed","insufficient_funds","2024-10-12",NULL,False,0,1,401,"2","3","0.6666666666666666",0
"O009643","C02588","Chase","visa","GBP","11.76","low","IE","web","auth","failed","insufficient_funds","2024-04-07",NULL,False,3,0,590,"0","0",NULL,0
"O004442","C02588","Safecharge/Nuvei","visa","GBP","61.43","mid","IE","web","auth","failed","do_not_honor","2024-12-22","2025-01-19",False,3,1,330,"0","1","0",1
"O004269","C02588","Worldpay","visa","EUR","27.83","mid","FR","web","capture","success",NULL,"2025-06-22","2025-06-22",False,1,0,149,"0","2","0",1
"O003383","C02589","Credorax","visa","USD","12.20","low","ES","android","auth","failed","do_not_honor","2025-07-03","2025-07-15",False,1,0,138,"0","0",NULL,1
"O001707","C02590","Adyen","visa","GBP","24.20","low","GB","android","auth","failed","processor_declined","2024-01-07","2024-02-05",False,2,1,680,"0","0",NULL,1
"O006603","C02590","Safecharge/Nuvei","visa","GBP","13.76","low","IE","web","capture","success",NULL,"2025-02-17","2025-02-18",False,0,2,272,"0","1","0",1
"O003994","C02590","Adyen","visa","GBP","14.20","low","US","web","auth","success",NULL,"2025-04-24","2025-04-26",False,1,1,208,"1","2","0.5",1
"O008133","C02590","Worldpay","mastercard","GBP","25.88","mid","FR","web","auth","success",NULL,"2025-07-06","2025-07-07",False,0,0,135,"2","3","0.6666666666666666",1
"O004761","C02591","Amex","visa","GBP","60.59","mid","GB","android","capture","success",NULL,"2024-04-17","2024-04-23",False,1,2,578,"0","0",NULL,1
"O007836","C02591","Adyen","amex","GBP","38.17","mid","IE","web","auth","failed","expired_card","2024-04-29",NULL,False,1,1,567,"1","1","1",0
"O005064","C02591","Worldpay","visa","USD","25.84","mid","IE","android","auth","success",NULL,"2024-11-19","2024-11-20",False,0,2,362,"1","2","0.5",1
"O011199","C02591","Adyen","paypal","GBP","23.37","low","FR","ios","auth","success",NULL,"2025-01-13","2025-01-17",False,0,0,309,"2","3","0.6666666666666666",1
"O005046","C02591","Amex","visa","EUR","3.76","low","US","android","auth","success",NULL,"2025-03-23","2025-03-28",False,0,1,239,"3","4","0.75",1
"O011994","C02592","Safecharge/Nuvei","apple_pay","EUR","16.95","low","DE","web","capture","failed","insufficient_funds","2024-02-13",NULL,False,1,1,643,"0","0",NULL,0
"O002935","C02592","Adyen","visa","GBP","15.57","low","GB","ios","auth","failed","expired_card","2024-05-10",NULL,False,1,2,555,"0","1","0",0
"O011788","C02592","Worldpay","mastercard","GBP","25.37","mid","DE","web","auth","failed","incorrect_cvv","2024-08-02","2024-08-06",False,1,2,471,"0","2","0",1
"O003978","C02592","Adyen","mastercard","GBP","18.41","low","IE","web","auth","success",NULL,"2024-11-25","2024-11-30",False,0,0,358,"0","3","0",1
"O004539","C02592","Chase","visa","GBP","40.76","mid","US","web","auth","failed","incorrect_cvv","2025-02-26",NULL,False,2,0,265,"1","4","0.25",0
"O006981","C02593","Safecharge/Nuvei","paypal","EUR","54.23","mid","IE","web","auth","failed","insufficient_funds","2025-05-06","2025-05-14",False,0,1,195,"0","0",NULL,1
"O008586","C02593","Worldpay","visa","GBP","13.72","low","NL","web","capture","success",NULL,"2025-06-08","2025-06-09",False,0,0,163,"0","1","0",1
"O005464","C02593","Worldpay","visa","GBP","10.88","low","GB","web","auth","success",NULL,"2025-09-01","2025-09-03",False,0,1,77,"1","2","0.5",1
"O003883","C02594","Adyen","visa","EUR","23.03","low","NL","web","auth","failed","do_not_honor","2025-01-17",NULL,False,4,2,303,"0","0",NULL,0
"O003583","C02594","Chase","mastercard","EUR","24.81","low","GB","android","auth","failed","processor_declined","2025-07-16",NULL,False,1,1,124,"0","1","0",0
"O003237","C02595","Credorax","visa","EUR","29.86","mid","DE","web","auth","failed","processor_declined","2024-03-22","2024-04-19",False,0,0,606,"0","0",NULL,1
"O011271","C02595","Worldpay","visa","GBP","32.58","mid","DE","android","auth","success",NULL,"2025-03-04","2025-03-04",False,0,0,259,"0","1","0",1
"O009671","C02595","Adyen","visa","GBP","7.15","low","ES","web","auth","success",NULL,"2025-03-19","2025-03-19",False,0,2,242,"1","2","0.5",1
"O007155","C02596","Adyen","visa","GBP","78.68","mid","GB","web","capture","success",NULL,"2024-07-08","2024-07-11",False,0,1,497,"0","0",NULL,1
"O006843","C02596","Worldpay","visa","GBP","16.10","low","FR","web","auth","failed","processor_declined","2024-08-09","2024-09-03",False,2,0,466,"1","1","1",1
"O007906","C02596","Chase","visa","GBP","56.11","mid","CY","android","auth","success",NULL,"2025-06-04","2025-06-04",False,0,0,167,"1","2","0.5",1
"O000042","C02596","Safecharge/Nuvei","paypal","GBP","3.97","low","IE","web","capture","failed","incorrect_cvv","2025-08-28","2025-09-16",False,2,2,81,"2","3","0.6666666666666666",1
"O001140","C02596","Chase","visa","EUR","17.83","low","ES","ios","auth","failed","incorrect_cvv","2025-09-02",NULL,False,1,0,77,"2","4","0.5",0
"O009101","C02597","Credorax","mastercard","GBP","36.79","mid","DE","ios","auth","success",NULL,"2024-05-10","2024-05-13",False,0,2,556,"0","0",NULL,1
"O010160","C02598","Adyen","visa","GBP","87.83","mid","IT","web","auth","failed","expired_card","2024-12-14",NULL,False,0,1,339,"0","0",NULL,0
"O001291","C02598","Chase","paypal","EUR","19.47","low","CY","web","auth","success",NULL,"2024-12-28","2024-12-28",False,1,1,324,"0","1","0",1
"O000526","C02598","Chase","amex","EUR","30.81","mid","GB","android","capture","failed","stolen_card","2024-12-28",NULL,False,1,2,324,"0","1","0",0
"O001291","C02598","Chase","paypal","EUR","19.47","low","CY","web","auth","success",NULL,"2024-12-28","2024-12-28",False,1,1,324,"1","2","0.5",1
"O000526","C02598","Chase","amex","EUR","30.81","mid","GB","android","capture","failed","stolen_card","2024-12-28",NULL,False,1,2,324,"1","2","0.5",0
"O010922","C02598","Worldpay","mastercard","USD","21.93","low","GB","android","auth","failed","do_not_honor","2025-01-16","2025-02-11",False,4,1,305,"1","3","0.3333333333333333",1
"O004093","C02598","Chase","visa","USD","27.39","mid","IT","ios","capture","success",NULL,"2025-03-20","2025-03-21",False,0,0,243,"1","4","0.25",1
"O005460","C02599","Credorax","mastercard","GBP","20.82","low","FR","web","auth","success",NULL,"2024-05-02","2024-05-06",False,0,1,564,"0","0",NULL,1
"O002008","C02599","Worldpay","apple_pay","GBP","9.39","low","GB","web","auth","success",NULL,"2024-07-08","2024-07-08",False,0,1,497,"1","1","1",1
"O009307","C02599","Amex","visa","GBP","15.72","low","GB","ios","auth","failed","incorrect_cvv","2025-03-26","2025-03-30",False,1,0,237,"2","2","1",1
"O006792","C02599","Credorax","visa","GBP","205.86","high","IE","android","auth","success",NULL,"2025-06-10","2025-06-13",False,1,1,160,"2","3","0.6666666666666666",1
"O010158","C02600","Adyen","mastercard","GBP","9.87","low","DE","web","auth","failed","expired_card","2024-12-04",NULL,False,1,1,348,"0","0",NULL,0
"O002868","C02600","Chase","mastercard","GBP","21.78","low","IE","web","auth","failed","expired_card","2025-03-15","2025-03-17",False,0,1,247,"0","1","0",1
"O003820","C02600","Credorax","mastercard","USD","23.50","low","DE","web","auth","failed","do_not_honor","2025-08-18",NULL,False,2,1,91,"0","2","0",0
"O005843","C02601","Adyen","paypal","GBP","75.61","mid","NL","ios","auth","failed","limit_exceeded","2024-12-14","2024-12-27",False,0,1,338,"0","0",NULL,1
"O009597","C02601","Adyen","mastercard","GBP","60.70","mid","GB","web","auth","failed","expired_card","2025-01-31",NULL,False,0,2,289,"0","1","0",0
"O000788","C02601","Safecharge/Nuvei","visa","GBP","21.41","low","US","web","auth","success",NULL,"2025-03-03","2025-03-03",False,2,1,259,"0","2","0",1
"O000995","C02601","Safecharge/Nuvei","visa","GBP","33.78","mid","FR","web","auth","success",NULL,"2025-04-22","2025-04-27",False,0,0,210,"1","3","0.3333333333333333",1
"O003567","C02601","Adyen","mastercard","GBP","50.84","mid","GB","web","capture","success",NULL,"2025-08-16","2025-08-18",False,0,1,93,"2","4","0.5",1
"O009736","C02602","Credorax","visa","GBP","19.12","low","NL","web","auth","success",NULL,"2024-10-12","2024-10-18",False,1,2,400,"0","0",NULL,1
"O005835","C02602","Adyen","mastercard","USD","8.94","low","NL","web","auth","failed","processor_declined","2025-04-08","2025-04-12",False,3,1,223,"1","1","1",1
"O009494","C02602","Adyen","visa","EUR","59.88","mid","NL","android","auth","failed","insufficient_funds","2025-06-27","2025-07-25",False,2,2,142,"1","2","0.5",1
"O000110","C02602","Chase","paypal","USD","127.54","high","NL","web","auth","failed","stolen_card","2025-07-25",NULL,False,1,1,115,"1","3","0.3333333333333333",0
"O005855","C02603","Adyen","mastercard","EUR","7.38","low","NL","ios","auth","failed","incorrect_cvv","2024-01-17",NULL,False,1,0,671,"0","0",NULL,0
"O003794","C02603","Worldpay","visa","USD","20.65","low","GB","web","auth","success",NULL,"2024-11-17","2024-11-19",False,0,2,364,"0","1","0",1
"O002586","C02604","Amex","apple_pay","GBP","14.93","low","DE","web","capture","success",NULL,"2024-06-06","2024-06-09",False,0,1,529,"0","0",NULL,1
"O006238","C02604","Amex","visa","EUR","11.55","low","US","web","auth","success",NULL,"2025-09-09","2025-09-09",False,1,2,68,"1","1","1",1
"O009821","C02605","Chase","paypal","EUR","25.98","mid","GB","web","auth","failed","do_not_honor","2024-03-14","2024-04-10",False,2,2,612,"0","0",NULL,1
"O008142","C02605","Credorax","mastercard","GBP","85.34","mid","DE","web","capture","failed","stolen_card","2024-06-09","2024-07-07",False,3,0,527,"0","1","0",1
"O005500","C02605","Chase","mastercard","GBP","19.51","low","ES","web","auth","failed","insufficient_funds","2024-09-11",NULL,False,0,0,433,"0","2","0",0
"O002773","C02605","Safecharge/Nuvei","mastercard","GBP","12.78","low","NL","web","auth","success",NULL,"2024-12-01","2024-12-04",False,1,1,351,"0","3","0",1
"O006491","C02605","Chase","visa","GBP","34.85","mid","DE","ios","capture","failed","expired_card","2025-03-07",NULL,False,1,0,257,"1","4","0.25",0
"O003780","C02605","Safecharge/Nuvei","paypal","GBP","22.86","low","IE","android","auth","success",NULL,"2025-06-16","2025-06-17",False,1,1,154,"1","5","0.2",1
"O011944","C02606","Chase","visa","GBP","16.75","low","GB","web","auth","success",NULL,"2024-01-08","2024-01-09",False,0,0,680,"0","0",NULL,1
"O006310","C02606","Credorax","paypal","EUR","13.70","low","DE","web","auth","failed","incorrect_cvv","2024-01-10",NULL,False,0,2,676,"1","1","1",0
"O008319","C02606","Worldpay","visa","GBP","54.83","mid","DE","web","auth","failed","expired_card","2024-02-04",NULL,False,0,2,651,"1","2","0.5",0
"O008371","C02606","Adyen","mastercard","EUR","6.58","low","IE","web","capture","success",NULL,"2024-04-29","2024-05-05",False,0,2,566,"1","3","0.3333333333333333",1
"O006075","C02606","Credorax","paypal","EUR","34.33","mid","DE","android","auth","success",NULL,"2025-06-17","2025-06-17",False,2,1,154,"2","4","0.5",1
"O008431","C02606","Adyen","visa","GBP","13.06","low","GB","web","auth","success",NULL,"2025-07-10","2025-07-13",False,0,1,131,"3","5","0.6",1
"O002644","C02606","Worldpay","mastercard","USD","14.60","low","GB","web","auth","success",NULL,"2025-08-27","2025-09-02",False,0,0,83,"4","6","0.6666666666666666",1
"O003818","C02607","Adyen","mastercard","EUR","24.02","low","US","web","auth","failed","stolen_card","2024-10-20",NULL,False,2,1,394,"0","0",NULL,0
"O009069","C02607","Amex","amex","EUR","43.81","mid","IT","web","auth","failed","insufficient_funds","2024-12-03",NULL,False,0,0,350,"0","1","0",0
"O001366","C02607","Amex","visa","EUR","36.06","mid","NL","web","auth","failed","incorrect_cvv","2024-12-18","2025-01-01",False,2,0,336,"0","2","0",1
"O011948","C02607","Credorax","paypal","GBP","59.71","mid","IT","web","auth","failed","expired_card","2025-01-26","2025-02-11",False,1,1,295,"0","3","0",1
"O001278","C02608","Chase","visa","GBP","170.23","high","GB","web","auth","failed","do_not_honor","2024-11-17","2024-12-09",False,0,0,366,"0","0",NULL,1
"O005862","C02609","Amex","mastercard","EUR","15.12","low","US","web","capture","failed","incorrect_cvv","2024-04-05","2024-04-08",False,1,2,590,"0","0",NULL,1
"O003382","C02609","Chase","visa","EUR","27.69","mid","CY","web","auth","failed","insufficient_funds","2024-05-12","2024-06-05",False,3,0,555,"0","1","0",1
"O007613","C02609","Worldpay","visa","GBP","31.87","mid","GB","web","auth","success",NULL,"2024-12-03","2024-12-09",False,0,2,348,"0","2","0",1
"O008820","C02609","Adyen","visa","GBP","10.85","low","GB","web","auth","success",NULL,"2025-04-03","2025-04-05",False,2,2,227,"1","3","0.3333333333333333",1
"O009126","C02609","Amex","visa","GBP","34.90","mid","DE","android","auth","success",NULL,"2025-05-25","2025-05-31",False,1,0,177,"2","4","0.5",1
"O010383","C02610","Adyen","visa","GBP","18.27","low","FR","web","auth","success",NULL,"2024-09-21","2024-09-24",False,0,2,421,"0","0",NULL,1
"O001174","C02610","Safecharge/Nuvei","mastercard","GBP","12.98","low","GB","android","auth","failed","limit_exceeded","2025-02-02","2025-02-18",False,2,2,287,"1","1","1",1
"O002082","C02610","Credorax","mastercard","GBP","30.77","mid","GB","web","auth","success",NULL,"2025-02-12","2025-02-13",False,0,1,278,"1","2","0.5",1
"O007178","C02610","Adyen","mastercard","GBP","55.67","mid","GB","web","auth","failed","incorrect_cvv","2025-07-09","2025-07-29",False,1,0,132,"2","3","0.6666666666666666",1
"O009590","C02611","Adyen","visa","GBP","82.76","mid","CY","web","refund","success",NULL,"2024-08-04","2024-08-04",False,1,1,470,"0","0",NULL,1
"O003588","C02611","Credorax","mastercard","GBP","13.41","low","DE","web","auth","failed","incorrect_cvv","2024-09-14",NULL,False,2,2,428,"1","1","1",0
"O000123","C02611","Safecharge/Nuvei","visa","GBP","21.04","low","IE","ios","auth","success",NULL,"2024-09-17","2024-09-22",False,3,2,425,"1","2","0.5",1
"O011350","C02611","Worldpay","visa","EUR","1.59","low","US","android","auth","success",NULL,"2024-12-28","2024-12-29",False,0,2,323,"2","3","0.6666666666666666",1
"O002397","C02611","Credorax","paypal","EUR","86.93","mid","FR","web","auth","failed","insufficient_funds","2025-07-09","2025-08-03",False,2,1,131,"3","4","0.75",1
"O007596","C02612","Credorax","visa","GBP","46.21","mid","IT","web","auth","failed","incorrect_cvv","2024-03-13",NULL,False,1,2,613,"0","0",NULL,0
"O000531","C02612","Chase","mastercard","GBP","33.71","mid","GB","web","auth","failed","expired_card","2024-05-07","2024-05-11",False,2,1,559,"0","1","0",1
"O006810","C02612","Amex","visa","GBP","50.88","mid","DE","web","auth","success",NULL,"2024-07-20","2024-07-22",False,0,0,486,"0","2","0",1
"O003268","C02612","Worldpay","visa","GBP","197.27","high","GB","web","capture","failed","limit_exceeded","2024-08-12","2024-08-21",False,5,1,462,"1","3","0.3333333333333333",1
"O009105","C02612","Chase","mastercard","GBP","20.19","low","DE","ios","capture","failed","incorrect_cvv","2025-07-11","2025-07-19",False,1,0,130,"1","4","0.25",1
"O010754","C02613","Credorax","visa","EUR","12.12","low","GB","web","auth","success",NULL,"2025-04-03","2025-04-09",False,1,0,229,"0","0",NULL,1
"O008332","C02613","Credorax","apple_pay","GBP","16.44","low","GB","ios","capture","failed","incorrect_cvv","2025-04-06",NULL,False,3,2,224,"1","1","1",0
"O005187","C02613","Adyen","mastercard","EUR","69.22","mid","DE","ios","capture","failed","expired_card","2025-07-18",NULL,False,0,2,121,"1","2","0.5",0
"O001635","C02614","Worldpay","visa","EUR","12.69","low","DE","web","auth","success",NULL,"2024-03-24","2024-03-26",False,0,0,604,"0","0",NULL,1
"O000801","C02615","Worldpay","visa","GBP","3.73","low","GB","web","auth","failed","stolen_card","2024-02-02","2024-02-20",False,1,0,655,"0","0",NULL,1
"O001215","C02615","Chase","mastercard","GBP","24.04","low","US","web","capture","success",NULL,"2024-06-19","2024-06-25",False,1,1,516,"0","1","0",1
"O003141","C02615","Adyen","visa","GBP","18.60","low","GB","web","auth","success",NULL,"2024-08-07","2024-08-13",False,0,0,468,"1","2","0.5",1
"O008777","C02615","Chase","paypal","EUR","30.39","mid","NL","ios","auth","failed","insufficient_funds","2025-06-02",NULL,False,3,0,169,"2","3","0.6666666666666666",0
"O003923","C02616","Chase","mastercard","EUR","36.15","mid","GB","android","auth","failed","processor_declined","2024-04-17",NULL,False,0,2,578,"0","0",NULL,0
